city_name,poi_name,star_level,rating,price_cny,sales_count,district,longitude,latitude,introduction,is_free,address,poi_id,route_use,state,data_nature
上海,外滩观光隧道,,3.5,45.0,154,上海·上海·黄浦区,121.497043,31.245469,具有迷幻色彩的魅力隧道,False,上海市黄浦区中山东一路349号（陈毅广场向北70米）,B021-POI-0039,候选点；营业时间、交通与预约须现场核对,待编排,用户提供的历史 POI 快照
上海,上海世茂精灵之城主题乐园（深坑秘境）,,0.0,62.0,146,上海·上海·松江区,121.161496,31.063983,古老神秘的峡谷丛林，翱翔天际的上古异兽,False,上海市松江区辰花路5898号,B021-POI-0040,候选点；营业时间、交通与预约须现场核对,待编排,用户提供的历史 POI 快照
上海,上海世茂精灵之城主题乐园（蓝精灵乐园）,,0.0,146.69,134,上海·上海·上海世茂精灵之城主题乐园（深坑秘境）,0.0,0.0,,False,上海市松江区辰花路5088号,B021-POI-0041,候选点；营业时间、交通与预约须现场核对,待编排,用户提供的历史 POI 快照
上海,东方明珠码头·黄浦江游船,,0.0,106.0,130,上海·上海·东方明珠,121.503541,31.246287,江中观景，享受休闲旅游,False,上海市浦东新区滨江大道2852号靠近丰和路口东方明珠游船码头,B021-POI-0042,候选点；营业时间、交通与预约须现场核对,待编排,用户提供的历史 POI 快照
上海,朱家角古镇,4A,3.6,25.0,122,上海·上海·青浦区,121.061605,31.116917,素有“上海威尼斯”及“沪郊好莱坞”之誉,False,上海市青浦区朱家角镇美周路36号,B021-POI-0043,候选点；营业时间、交通与预约须现场核对,待编排,用户提供的历史 POI 快照
上海,滨江森林公园,,3.5,20.0,122,上海·上海·浦东新区,121.533982,31.389491,植被覆盖极高的森林公园 | 放风好去处,False,上海市浦东新区最北端高桥镇三岔港,B021-POI-0044,候选点；营业时间、交通与预约须现场核对,待编排,用户提供的历史 POI 快照
上海,上海长风海洋世界,4A,3.5,120.0,116,上海·上海·普陀区,121.403563,31.230472,和奥莉一起看魔鬼鱼啦,False,上海市普陀区大渡河路451号（长风公园4号门）,B021-POI-0045,候选点；营业时间、交通与预约须现场核对,待编排,用户提供的历史 POI 快照
上海,古猗园,4A,3.5,10.0,108,上海·上海·嘉定区,121.323438,31.298418,猗猗绿竹，幽静曲水，韵味隽永,False,上海市嘉定区南翔镇沪宜路218号,B021-POI-0046,候选点；营业时间、交通与预约须现场核对,待编排,用户提供的历史 POI 快照
上海,锦江乐园,4A,3.6,122.9,102,上海·上海·闵行区,121.417416,31.146669,上海乐园鼻祖 | 国内首座巨型摩天轮,False,上海市闵行区虹梅路201号,B021-POI-0047,候选点；营业时间、交通与预约须现场核对,待编排,用户提供的历史 POI 快照
上海,EPSON teamLab 无界美术馆 teamLab Borderless Shanghai,,0.0,219.0,102,上海·上海·黄浦区,121.504102,31.207456,由艺术团队teamLab打造的大型美术馆“EPSON teamLab无界美术馆：teamLab Borderless S,False,上海市黄浦区花园港路100号C-2单元teamLab无界美术馆,B021-POI-0048,候选点；营业时间、交通与预约须现场核对,待编排,用户提供的历史 POI 快照
上海,中国航海博物馆,4A,0.0,27.0,98,上海·上海·浦东新区,121.926115,30.903535,航海世界，你我同行,False,上海市浦东新区申港大道197号,B021-POI-0049,候选点；营业时间、交通与预约须现场核对,待编排,用户提供的历史 POI 快照
上海,月湖雕塑公园,,0.0,91.0,94,上海·上海·佘山国家旅游度假区,121.211285,31.103375,邀您进入充满知性、感性的艺术桃花源,False,上海市松江区林荫新路1158号,B021-POI-0050,候选点；营业时间、交通与预约须现场核对,待编排,用户提供的历史 POI 快照
上海,上海人民广场,,3.6,88.0,94,上海·上海·黄浦区,121.48208011703,31.236832849459,融文化、绿化、美化为一体跨世纪活动中心,False,中国上海黄浦区上海人民广场,B021-POI-0051,候选点；营业时间、交通与预约须现场核对,待编排,用户提供的历史 POI 快照
上海,东滩湿地公园,,3.5,45.0,92,上海·上海·崇明岛,121.955196,31.521639,观日出看候鸟 | 植被丰盛的风光摄影地,False,上海市崇明县东滩东旺路,B021-POI-0052,候选点；营业时间、交通与预约须现场核对,待编排,用户提供的历史 POI 快照
上海,金色童话盛典,,0.0,319.0,90,上海·上海·浦东新区,121.671964,31.148267,欣赏您喜爱的迪士尼公主们倾情上演的的音乐舞台盛宴，领略奇妙魔力和动人乐曲。白雪公主、安娜和艾莎、茉莉、爱丽儿和梅莉达诚邀,False,上海市浦东新区川沙镇黄赵路310号上海迪士尼乐园,B021-POI-0053,候选点；营业时间、交通与预约须现场核对,待编排,用户提供的历史 POI 快照
上海,上海植物园,,3.6,25.0,78,上海·上海·徐汇区,121.450202,31.152495,驻沪海外人士极为喜爱的郊游目的地,False,上海市徐汇区龙吴路1111号,B021-POI-0054,候选点；营业时间、交通与预约须现场核对,待编排,用户提供的历史 POI 快照
上海,上海博物馆,4A,3.8,1.0,78,上海·上海·黄浦区,121.482,31.2343,大型中国古代艺术博物馆，国内外享有盛誉,False,上海市黄浦区人民大道201号,B021-POI-0055,候选点；营业时间、交通与预约须现场核对,待编排,用户提供的历史 POI 快照
上海,上海城隍庙,,3.8,0.5,72,上海·上海·黄浦区,121.49912146681,31.231409005048,“中华一绝”的民俗艺术,False,上海市黄浦区方浜中路249号,B021-POI-0056,候选点；营业时间、交通与预约须现场核对,待编排,用户提供的历史 POI 快照
上海,都市观光旅游巴士,,0.0,37.0,68,上海·上海·黄浦区,121.497355,31.246226,随上随下，饱览上海城市风光,False,上海市中山东一路391号“都市观光”外滩旅游服务中心,B021-POI-0057,候选点；营业时间、交通与预约须现场核对,待编排,用户提供的历史 POI 快照
上海,黄浦江游览（金陵东路码头）,,0.0,55.0,66,上海·上海·黄浦区,121.499782,31.237973,浦江游览精华游近赏上海的地理地标—黄浦江两岸的美景，快线游则浓缩了浦江两岸的精华，路线为金陵东路码头—十六铺码头—老码头,False,上海市黄浦区中山东二路141号金陵东路渡口,B021-POI-0058,候选点；营业时间、交通与预约须现场核对,待编排,用户提供的历史 POI 快照
上海,BUS TOUR 上海观光游,,0.0,85.0,64,上海·上海·黄浦区,121.474293,31.234512,,False,上海市黄埔区九江路588号（近湖北路）,B021-POI-0059,候选点；营业时间、交通与预约须现场核对,待编排,用户提供的历史 POI 快照
上海,翱翔•飞越地平线,,0.0,319.0,64,上海·上海·上海迪士尼乐园,121.667917,31.149712,"可领取快速通行证。如雷鸟一般在空中翱翔,环游世界著名城市和景观。来一场令人兴奋的飞行,以前所未有的方式见证这个神奇的世界",False,上海市浦东新区川沙镇黄赵路310号上海迪士尼乐园内,B021-POI-0060,候选点；营业时间、交通与预约须现场核对,待编排,用户提供的历史 POI 快照
云南,七彩云南欢乐世界,,0.0,184.0,6468,云南·昆明·晋宁县,102.759278,24.712651,丰富的自然山水资源、旖旎多姿的民族文化,False,云南省昆明市晋宁区晋城镇,B021-POI-0061,候选点；营业时间、交通与预约须现场核对,待编排,用户提供的历史 POI 快照
云南,云南民族村,4A,3.9,79.0,2430,云南·昆明·西山区,102.669319,24.971676,体验云南多个种族的文化沉淀,False,云南省昆明市西山区滇池路1310号,B021-POI-0062,候选点；营业时间、交通与预约须现场核对,待编排,用户提供的历史 POI 快照
云南,景洪曼听公园,4A,4.3,40.0,1646,云南·西双版纳·景洪市,100.814267,21.998503,古老的傣王御花园,False,云南省西双版纳傣族自治州景洪市曼听路35号,B021-POI-0063,候选点；营业时间、交通与预约须现场核对,待编排,用户提供的历史 POI 快照
云南,中科院西双版纳热带植物园,5A,4.2,75.0,1366,云南·西双版纳·勐腊县,101.260734,21.933968,四千余种来自世界各地的热带植物栖居于此,False,云南省西双版纳州勐腊县勐仑镇(近野象谷),B021-POI-0064,候选点；营业时间、交通与预约须现场核对,待编排,用户提供的历史 POI 快照
云南,野象谷,4A,5.0,58.0,1094,云南·西双版纳·景洪市,100.865759,22.175621,与憨态可掬的大象漫步在热带雨林,False,云南省西双版纳傣族自治州景洪市勐养镇三岔河,B021-POI-0065,候选点；营业时间、交通与预约须现场核对,待编排,用户提供的历史 POI 快照
云南,玉龙雪山,5A,4.8,388.0,974,云南·丽江·玉龙县,100.270093,27.034011,壮美大雪山，十三座雪峰连绵不绝,False,云南省丽江市玉龙纳西族自治县,B021-POI-0066,候选点；营业时间、交通与预约须现场核对,待编排,用户提供的历史 POI 快照
云南,西双版纳原始森林公园,4A,4.0,43.0,960,云南·西双版纳·景洪市,100.881258,22.033038,独特的原始热带雨林自然风光融合民族风情,False,云南省西双版纳傣族自治州距景洪市8公里处213国道旁,B021-POI-0067,候选点；营业时间、交通与预约须现场核对,待编排,用户提供的历史 POI 快照
云南,崇圣寺三塔,5A,4.3,61.0,646,云南·大理·大理古城,100.149535,25.710163,大理的标志和象征，来大理不可错过的地方哦,False,云南省大理市大理古城西北两公里的苍山应乐峰下,B021-POI-0068,候选点；营业时间、交通与预约须现场核对,待编排,用户提供的历史 POI 快照
云南,青鱼湾水上乐园,,0.0,103.0,634,云南·昆明,102.54549,24.851305,感受云南大型水上乐园的乐趣,False,云南省昆明市海口镇小海口收费站右转2公里处,B021-POI-0069,候选点；营业时间、交通与预约须现场核对,待编排,用户提供的历史 POI 快照
云南,丽江千古情景区,,0.0,280.0,542,云南·丽江·玉龙县,100.226381,26.834458,一生必看的演出,False,云南省丽江市玉龙县玉兴西路,B021-POI-0070,候选点；营业时间、交通与预约须现场核对,待编排,用户提供的历史 POI 快照
云南,傣族园,4A,5.0,45.0,508,云南·西双版纳·景洪市,100.954223,21.855821,梦回傣族园，聆听另一种文化,False,云南省西双版纳市景洪市勐罕镇橄榄坝,B021-POI-0071,候选点；营业时间、交通与预约须现场核对,待编排,用户提供的历史 POI 快照
云南,泸沽湖,4A,4.6,70.0,486,云南·丽江·宁蒗县,100.799558,27.668458,翠绿如画，身临其境，水天一色，清澈如镜,False,云南丽江市宁蒗彝族自治县东北部永宁乡,B021-POI-0072,候选点；营业时间、交通与预约须现场核对,待编排,用户提供的历史 POI 快照
云南,苍山国家地质公园,4A,4.4,94.3,484,云南·大理·大理市,100.175674,25.650175,绝色美景，不去就真的遗憾,False,云南省大理白族自治州大理市漾濞彝族自治县,B021-POI-0073,候选点；营业时间、交通与预约须现场核对,待编排,用户提供的历史 POI 快照
云南,石林,5A,3.9,178.0,472,云南·昆明·石林彝族自治县,103.332585,24.823046,怪石林立，突兀峥嵘，姿态各异,False,云南省昆明市石林彝族自治县境内,B021-POI-0074,候选点；营业时间、交通与预约须现场核对,待编排,用户提供的历史 POI 快照
云南,东风韵,,0.0,40.0,462,云南·红河·弥勒县,103.405246,24.312697,以文化艺术创意为特色的小镇,False,云南省红河州弥勒市东风农场内,B021-POI-0075,候选点；营业时间、交通与预约须现场核对,待编排,用户提供的历史 POI 快照
云南,鸡足山,4A,3.5,53.0,460,云南·大理·大理市,100.400433,25.958131,享誉南亚、东南亚的佛教圣地,False,云南省大理州宾川县以西约30公里处,B021-POI-0076,候选点；营业时间、交通与预约须现场核对,待编排,用户提供的历史 POI 快照
云南,噶丹松赞林寺,4A,4.5,90.0,404,云南·迪庆·香格里拉县,99.712056,27.86626,寻梦香格里拉，寻找消失的地平线,False,云南省迪庆藏族自治州香格里拉县尼旺路下段,B021-POI-0077,候选点；营业时间、交通与预约须现场核对,待编排,用户提供的历史 POI 快照
云南,九乡风景名胜区,4A,3.6,60.0,364,云南·昆明·宜良县,103.390531,25.073926,九乡溶洞九十九，数完溶洞白了头,False,云南省昆明市宜良县九乡风景名胜区,B021-POI-0078,候选点；营业时间、交通与预约须现场核对,待编排,用户提供的历史 POI 快照
云南,云南野生动物园,,0.0,97.0,344,云南·昆明·盘龙区,102.795122,25.101678,我国大型野生动物保护研究基地,False,云南省昆明市盘龙区穿金路,B021-POI-0079,候选点；营业时间、交通与预约须现场核对,待编排,用户提供的历史 POI 快照
云南,西双版纳勐泐文化旅游区,4A,3.8,108.0,324,云南·西双版纳·景洪市,100.81375519985,21.969540244135,古代傣王朝的皇家寺院,False,云南省西双版纳州景洪市勐泐大道顶端4路1号,B021-POI-0080,候选点；营业时间、交通与预约须现场核对,待编排,用户提供的历史 POI 快照
云南,南诏风情岛,4A,3.8,38.7,268,云南·大理·洱源县,100.198355,25.907885,摄影家梦开始的地方,False,云南省大理白族自治州洱源县环海路双廊镇,B021-POI-0081,候选点；营业时间、交通与预约须现场核对,待编排,用户提供的历史 POI 快照
云南,七彩云南古滇温泉山庄,,0.0,185.0,256,云南·昆明·晋宁县,102.762433,24.774281,养生、娱乐、美食、住宿、运动集为一体,False,云南省昆明市晋宁县晋城镇新街片区三合村委会,B021-POI-0082,候选点；营业时间、交通与预约须现场核对,待编排,用户提供的历史 POI 快照
云南,丽江古城,5A,5.0,28.0,242,云南·丽江·古城区,100.240547,26.881159,一座没有城墙的古城，依山傍水，风景秀丽,False,云南省丽江市玉龙纳西族自治县东大街1号,B021-POI-0083,候选点；营业时间、交通与预约须现场核对,待编排,用户提供的历史 POI 快照
云南,建水小火车,,0.0,95.0,228,云南·红河·建水县,102.837955,23.628677,百年寸轨黄金线，千年古城观光车,False,云南省红河市建水县临安火车站,B021-POI-0084,候选点；营业时间、交通与预约须现场核对,待编排,用户提供的历史 POI 快照
云南,苍山感通索道,,3.6,94.3,216,云南·大理·大理苍山石门关景区,100.176432,25.650631,"仰望苍山雪峰,俯瞰百里洱海",False,云南省大理市苍山景区感通索道,B021-POI-0085,候选点；营业时间、交通与预约须现场核对,待编排,用户提供的历史 POI 快照
云南,大理海洋世界,,0.0,68.0,214,云南·大理·大理市,100.322286,25.687156,“大理海洋世界”外观呈蓝色，造型设计为波浪形，总建筑面积约2.4万平方米，其中游览观赏面积超过1.8万平方米。场馆结合云,False,云南省大理白族自治州云南大理北京湾旁,B021-POI-0086,候选点；营业时间、交通与预约须现场核对,待编排,用户提供的历史 POI 快照
云南,昆明动物园,,3.6,20.0,212,云南·昆明·五华区,102.716251,25.060346,花潮、动物、古寺，尤为引人,False,云南省昆明市五华区青年路北段的圆通山,B021-POI-0087,候选点；营业时间、交通与预约须现场核对,待编排,用户提供的历史 POI 快照
云南,昆明花都海洋世界,,0.0,145.0,210,云南·昆明·呈贡区,102.787514,24.901387,以花卉、海洋为主题的内陆高原海洋世界,False,云南省昆明市呈贡区斗南花花世界,B021-POI-0088,候选点；营业时间、交通与预约须现场核对,待编排,用户提供的历史 POI 快照
云南,拉市海,3A,3.8,29.0,210,云南·丽江·玉龙县,100.145593,26.896784,湿地自然保护区,False,云南省丽江市玉龙县拉市海湿地公园,B021-POI-0089,候选点；营业时间、交通与预约须现场核对,待编排,用户提供的历史 POI 快照
云南,苍山洗马潭索道,,3.8,114.0,206,云南·大理·天龙八部影视城,100.154462,25.686735,体验在山云间穿梭之美，一览苍山美景,False,云南省大理白族自治州大理市苍山景区下三月街天龙八部影视城内,B021-POI-0090,候选点；营业时间、交通与预约须现场核对,待编排,用户提供的历史 POI 快照
云南,昆明西山龙门景区,4A,3.7,67.0,200,云南·昆明·西山区,102.640355,24.964658,瞻仰文化碑林，看满清八旗遗迹,False,云南省昆明市西山区西山公路,B021-POI-0091,候选点；营业时间、交通与预约须现场核对,待编排,用户提供的历史 POI 快照
云南,滇池索道,4A,0.0,38.0,188,云南·昆明·滇池,102.658903,24.965776,既跨水又越山的索道,False,云南省昆明市滇池旅游度假区湖滨路16号,B021-POI-0092,候选点；营业时间、交通与预约须现场核对,待编排,用户提供的历史 POI 快照
云南,朱家花园,4A,4.1,18.0,180,云南·红河·建水县,102.833826,23.622492,一组规模巨大的清代民居建筑群,False,云南省红河州建水县翰林街16号,B021-POI-0093,候选点；营业时间、交通与预约须现场核对,待编排,用户提供的历史 POI 快照
云南,锦屏山风景区,,0.0,24.0,176,云南·红河·弥勒县,103.435938,24.476699,花木似锦，山峰连列如屏，世称锦屏,False,红河州弥勒市西三镇锦屏山风景区,B021-POI-0094,候选点；营业时间、交通与预约须现场核对,待编排,用户提供的历史 POI 快照
云南,望天树景区,4A,4.1,169.0,170,云南·西双版纳·勐腊县,101.594904,21.625925,走进望天树，亲近热带雨林,False,云南省勐腊县西双版纳热带雨林国家公园望天树景区,B021-POI-0095,候选点；营业时间、交通与预约须现场核对,待编排,用户提供的历史 POI 快照
云南,昆明融创海世界,,0.0,180.0,158,云南·昆明·昆明融创乐园,102.659586,25.021597,昆明融创海世界占地面积4万平方米，相当于6个标准足球场，馆内陈设78个展缸，畅游着千余种珍稀海洋生物，梦幻珊瑚花海骄傲绽,False,云南省昆明市西山区碧鸡路2999-1号昆明融创海世界（2号停车场）,B021-POI-0096,候选点；营业时间、交通与预约须现场核对,待编排,用户提供的历史 POI 快照
云南,天龙八部影视城,3A,3.8,32.0,152,云南·大理·大理市,100.155122,25.688114,为拍摄《天龙八部》兴建的拍摄基地,False,云南省大理州大理古城苍山景区下,B021-POI-0097,候选点；营业时间、交通与预约须现场核对,待编排,用户提供的历史 POI 快照
